"ID","Key","Value"
"id-c0374e937414499487d8363edae61d1e","Code","C.A.1.1.3"
"id-c0374e937414499487d8363edae61d1e","Level","3"
"id-c0374e937414499487d8363edae61d1e","Name (en)","Answer question about connection"
"id-718780","Code","C.6.3.3"
"id-718780","Level","3"
"id-718780","Name (en)","Manage energy exchange"
"id-718780","Documentation (en)","The ability to determine energy exchange. This includes calculating energy exchange (standard annual consumption), determining unmetered, calculations at serial allocation points, calculation of allocated energy loss and volume of market services purchased (such as balancing, upward adjustment and downward adjustment supply). This also includes delivery of the energy exchange from the Measurement Responsible party, the delivery from third parties (CPO (charge point operator)) and statements from municipalities for public lighting (calculation of energy exchange via tax profile)."
"id-9e6e4eba33824ca38d8989209ced5a5f","Level","3"
"id-9e6e4eba33824ca38d8989209ced5a5f","Code","C.D2.1.1.2"
"id-9e6e4eba33824ca38d8989209ced5a5f","Name (en)","Inform grid users about disturbance"
"id-24c63d5d05604edb8476d9d9b2db579d","Level","3"
"id-24c63d5d05604edb8476d9d9b2db579d","Name (en)","Transport release"
"id-24c63d5d05604edb8476d9d9b2db579d","Note","De transportdienst wordt vrijgegeven op basis van restcapaciteit in het energienet."
"id-24c63d5d05604edb8476d9d9b2db579d","Source","vrijgave van de transportdienst (Netcode elektriciteit)"
"id-479162","Level","3"
"id-479162","Name (en)","Worker performance"
"id-479162","Search term","functioneringsbeoordeling"
"id-479162","Search term","personeelsdossier"
"id-7fd36295060d4e799453c41cb49da340","Level","3"
"id-7fd36295060d4e799453c41cb49da340","Code","C.C.4.1.1"
"id-7fd36295060d4e799453c41cb49da340","Name (en)","Include grid adjustment in energy transport control"
"id-eda407c0de194916bd41a6d47524962d","Level","3"
"id-eda407c0de194916bd41a6d47524962d","Code","C.E.3.2.1"
"id-eda407c0de194916bd41a6d47524962d","Name (en)","Control energy grid for transport problem"
"id-718806","Code","C.4.2.3"
"id-718806","Level","3"
"id-718806","Name (en)","Make measurements available"
"id-718806","Documentation (en)","The ability to make measurements available to other capabilities. For example for dashboards, reports, or analytics."
"id-718747","Code","C.2.2.1"
"id-718747","Level","3"
"id-718747","Name (en)","Classify disturbances"
"id-718747","Documentation (en)","The ability to determine the type of failure partly based on an estimate of local conditions (eg location of gas leak, number of parts per million (ppm), regulated, sector and internal guidelines, impact or possible impact)."
"id-980ea0abfed74565a3cc33fe9bbaca91","Level","3"
"id-980ea0abfed74565a3cc33fe9bbaca91","Code","C.F.3.1.2"
"id-980ea0abfed74565a3cc33fe9bbaca91","Name (en)","Measure energy exchange"
"id-736393","Code","E.7.1.4"
"id-736393","Level","3"
"id-736393","Name (en)","Publish annual report"
"id-736393","Documentation (en)","The ability to provide financial accountability. This includes the production of the annual report."
"id-736017","Level","3"
"id-736017","Name (en)","Financial fact"
"id-736017","Source","financieel feit (Wikipedia)"
"id-736017","Search term","boeking"
"id-736017","Search term","mutatie"
"id-736017","Search term","journaalpost"
"id-736017","Search term","inkoopfactuur"
"id-f2ea7bc508214497b041007f56baf9a2","Name (en)","Future energy transport needs (through capacity) made possible"
"id-a98624054ef5405eb93b978e66a2d701","Name (en)","Reliable energy grid for reliable energy transport"
"id-fe5f28a1599a4b8c8840846b90108201","Name (en)","Recovery from (threatening) interruption of energy transport"
"id-2a726ac435e2478386d667c17dc6cdd8","Name (en)","Connected object ready for desired energy exchange"
"id-290ba9a4b65445febbaa9a328b1acf2c","Name (en)","Applicable grid operator data for the energy transition"
"id-5c5e5b36f8c84aec8123a392d72b8728","Name (en)","Administrative balance on the energy market"
"id-baec3c13b84e4f4ea1cbd7657f86d68c","Name (en)","Sufficient transport capacity for agreed energy transport"
"id-963e8903e87f407dbb50c0a8965437fb","Name (en)","Exchanged energy"
"id-8bbc44bb1f1744d6be0b388abf0c7bc6","Name (en)","Facilitated reorganization of infrastructure / subsurface"
"id-0c94486519494fb2b255dbc7ba7d725a","Access_Type","Write"
"id-53ce77e7bc724c71b70dfaec4898bf6b","Name (en)","orchestration of"
"id-53ce77e7bc724c71b70dfaec4898bf6b","Directed","true"
"id-98ae15541a104d6a877a864b3f044947","Directed","true"
"id-b9fc40330cdf4e748dcd6dd242a3d1c0","Directed","true"
"id-fa26bacb764f4644bb1b8e13d37cd2c5","Name (en)","about"
"id-fa26bacb764f4644bb1b8e13d37cd2c5","Directed","true"
"id-75fe8af13a4040608444a2a7602cb6d0","Directed","true"
"id-81aec575f1dd40e088df3657789c0075","Name (en)","influencer of"
"id-81aec575f1dd40e088df3657789c0075","Directed","true"
"id-052cd10d0dd34cf6914d5d0b0213f49b","Directed","true"
"id-73b13451f6f54027a2e5fc31aa4c8e1a","Directed","true"
"id-1c9b7a6f113442cea7b717989b3638ea","Access_Type","Write"
"id-143120fbe996458496e164eaa11dec63","Directed","false"
"id-a2bccd23de794becb40765d24917b346","Directed","true"
"id-9875ab1a99b64a32aac202ea034e70c3","Directed","false"
"id-735668","Directed","true"
"id-0be0e9dff0844edcae1e1ecf5892475c","Directed","false"
"id-9c9f01a2dca747c984df0761a77012d6","Access_Type","Write"
"id-85aa988b813948fb9995207853362cb4","Directed","false"
"id-e80e7fafe81c4af291de9a7f01f2ddd0","Directed","true"
"id-bfe13b077d56407f858ded55d9cff2ca","Directed","true"
"id-a3c0d4d827824acc8bbd40a00d98c70e","Name (en)","based on"
"id-a3c0d4d827824acc8bbd40a00d98c70e","Directed","true"
"id-e5ec764c14974b4b8ff08fe21deebae9","Name (en)","based on"
"id-e5ec764c14974b4b8ff08fe21deebae9","Directed","true"
"id-cc1ddbc7797340bcbc017f4b12c4d152","Access_Type","Write"
"id-2b4edec4b0be4f81a3eaf53279784676","Directed","true"
"id-f0d806bcbd5846cbbcb6fad91b638201","Name (en)","to influence"
"id-f0d806bcbd5846cbbcb6fad91b638201","Directed","true"
"id-da2709a8a25e4486b99cc37d6b6ca07d","Access_Type","Write"
"id-c77c9443c47a4ce394c52bc9f06ffb2e","Directed","true"
"id-37424bfb52af45aca3bf5a1350c9ee6d","Directed","true"
"id-009cc22521b24ff29a1a21e49fe2f871","Directed","false"
"id-260b7a9bc4304ceaaa8b386c83022aa6","Access_Type","Write"
"id-bc12113abe7441808b451a1ff391acc9","Directed","true"
"id-738855","Directed","true"
"id-b2795c1524df4285981cc1fc1c55eec9","Access_Type","Write"
"id-ee39d7428e844447b96e79b2798baab7","Directed","false"
"id-f2142eacc39b4a91bf04fad3e96b4941","Access_Type","Write"
"id-73a065b636a74c7cb758c09a0474411a","Directed","true"
"id-a874c1ee978b49d4bb395120cedf2b3e","Access_Type","Write"
"id-47b6075785374fbab87ba962fc244d37","Directed","true"
"id-eb83d92949cd49dc93637ad69fc4e06b","Directed","true"
"id-e0a1aa45cf9b4f1183ac6fa1ae9302f3","Name (en)","processed by"
"id-e0a1aa45cf9b4f1183ac6fa1ae9302f3","Directed","true"
"id-da846746482a4791b8036205250cdbef","Directed","true"
"id-35c60a32ce344f69b2ce77a5fbc38fba","Name (en)","of"
"id-35c60a32ce344f69b2ce77a5fbc38fba","Directed","true"
"id-540e53179291439cb3436acabf1b89cb","Directed","true"
"id-b109761ea4954a6c80c5b88b06c2fe2a","Access_Type","Write"
"id-01fa792742fe4fb5bd37fc02be5134ca","Access_Type","Write"
"id-3c6f47c937b54d4780ae9548136c09b8","Access_Type","Write"
"id-4b91200f4e6346ea83beb4498f825b13","Name (en)","funding of"
"id-4b91200f4e6346ea83beb4498f825b13","Directed","true"
"id-77018bbff10949da88f17270d39f034e","Access_Type","Write"
"id-f006130bf3324a798ba2d132c16f4b9c","Name (en)","based on"
"id-f006130bf3324a798ba2d132c16f4b9c","Directed","true"
"id-2ba52a0f84b149eb8e3b52b9cf926d39","Name (en)","based on"
"id-2ba52a0f84b149eb8e3b52b9cf926d39","Directed","true"
"id-99ac9dbc15e84346a5e413b3ea7f56a1","Directed","true"
"id-d193e5ef8e024d338ac64447bde3a2ed","Directed","false"
"id-8882fe6655f54accb70282c3c5ac5489","Directed","true"
"id-ca44ed6bc7f347e3b3a4fd16c9e572df","Access_Type","Write"
"id-eab8c050b0d94f1b98ebb3efb3b22641","Name (en)","based on"
"id-eab8c050b0d94f1b98ebb3efb3b22641","Directed","true"
"id-6d7c3f0f9f2547119cbbee8ca06d024c","Directed","true"
"id-31077e76cd804957991dcb0393f4471e","Directed","true"
"id-f6ab90ac6e2b4f79a20c5b86f777eff0","Access_Type","Write"
"id-b0ad6d4281f449ba9fd222f3c14e315a","Directed","true"
"id-352ea6e8b9ac4d829e07185d4efd8b07","Access_Type","Write"
"id-4575c6df41354fb5bb974d86794f2b97","Directed","true"
"id-9fd31262ee4946f39aeb8cf0f26c8bb3","Access_Type","Write"
"id-6f2d9481178544c0b094527ac8f196f8","Access_Type","Write"
"id-735696","Directed","true"
"id-db3948fc60ee482284784a9e267f9691","Name (en)","refinement of"
"id-db3948fc60ee482284784a9e267f9691","Directed","true"
"id-1274827348ed4046b77cfaa35a7a8159","Name (en)","user of"
"id-1274827348ed4046b77cfaa35a7a8159","Directed","true"
"id-ca81c3cb14034d868bcb744774504ded","Directed","false"
"id-6d4904a8275546b6a528e6a5a297a843","Directed","true"
"id-f4fed495d42648bc8b65c9d55623c714","Directed","false"
"id-70e416797897410da52a38dafe9548d9","Directed","true"
"id-94f305e761314c8086b1d57f10cb20ee","Directed","true"
"id-07e886cd22b44379a87cd80594e3fb3d","Access_Type","Write"
"id-0affc3c5de7446789ff1c0c9a0e7a728","Directed","true"
"id-26e242d71ab64beaa75035c751d11d12","Directed","true"
"id-8beecc3e2d884a288d72b7047dc22ce9","Access_Type","Write"
"id-e831405fb0694f2c8b61828f0ee31ba6","Directed","true"
"id-a4a4aa6597a84aafb24dec3f1e989acc","Access_Type","Write"
"id-8b01e48f9c604dc997fd9823d3032685","Access_Type","Write"
"id-c6d45e95d0e240ed8d3312ef9c0dbb8c","Directed","false"
"id-cd9a20e8a71a4a4fac41437ce28c3a3a","Access_Type","Write"
"id-3ba46e73883140d29892cb89f06cbf8e","Access_Type","Write"
"id-55475603d3324a948a2e063d8a3987c4","Access_Type","Write"
"id-b132ce345ae24da1bf29a993c1278c84","Access_Type","Write"
"id-7fafe2ccecbe4e5ba45cdf5383d8ab45","Directed","true"
"id-07a1ae61e0fd4fe4ac993d822d77719a","Directed","false"
"id-35282262083a4b398bd0c7f57ffaf896","Directed","true"
"id-ad6fdfa556b74dd7bea4c8085cefccd7","Directed","false"
"id-dbade007c54649a88ce4c0e2ee74464a","Name (en)","of"
"id-dbade007c54649a88ce4c0e2ee74464a","Directed","true"
"id-735694","Directed","true"
"id-5173d56fef0c41e0891526e050c207a7","Name (en)","of"
"id-5173d56fef0c41e0891526e050c207a7","Directed","true"
"id-19b873fe9e534a8e9cc64fb1c82a176e","Directed","true"
"id-3e0bc085af08499da1ac74ce3af60067","Directed","false"
"id-4254a4baa35d4a97a9fafc24564b7044","Access_Type","Write"
"id-75f2e775ce1e4103a79d882cd95dc3bc","Name (en)","refinement of"
"id-75f2e775ce1e4103a79d882cd95dc3bc","Directed","true"
"id-d34d0e90474346b18ea6cf1619400647","Access_Type","Write"
"id-b2ad499081784dfd87c0b9b643e1cb16","Directed","true"
"id-3ff8e145c24045a197cdc78a1906e617","Directed","true"
"id-42d8c43daf17480688f5fe86cb0046b9","Access_Type","Write"
"id-6098e58fb09444ae92441ef3b3733d4e","Directed","true"
"id-8724fae333cd47bcac27db63d2daff87","Directed","true"
"id-91c7e130d9b34412a3fc8e41515c47f5","Directed","true"
"id-735548","Directed","true"
"id-b4f92277cd4e40cbbb5d063a34c3c25d","Directed","true"
"id-c0b0a7449cce4fbcac35b3b3128f951f","Directed","false"
"id-5073e2032b2f42e68bce566635520e19","Name (en)","monitoring of"
"id-5073e2032b2f42e68bce566635520e19","Directed","true"
"id-6eadebd13219466f8c82cbacd8db5853","Directed","true"
"id-51c376359d8c4130957a1befc7ec9bd0","Access_Type","Write"
"id-00c114f680b94a73bd16d6e4e3ecb6a5","Access_Type","Write"
"id-8fd6de2c8bc54de8bb81150b390b750b","Directed","true"
"id-fa1c61881ec24e068fd4a379d65d3e38","Name (en)","to influence"
"id-fa1c61881ec24e068fd4a379d65d3e38","Directed","true"
"id-8016a961d3f04b3e9b88e843f736f836","Access_Type","Write"
"id-41a2e69f661343ef978849e5c722455c","Access_Type","Write"
"id-fff5efd563884e629dc50f9065cef852","Access_Type","Write"
"id-e62f563e7c3b4937bd3fd7898132f163","Directed","true"
"id-3799da3eded6446f8489e66a157001ef","Access_Type","Write"
"id-7abde2fa5b8e4680bb133eec99dc6d8e","Directed","false"
"id-5bcd31ab74db45918e27fe251a8c542c","Access_Type","Write"
"id-5f287537bbb4459abb061a4249c28c1f","Access_Type","Write"
"id-05fe6da553854a8d8b77599243c65272","Directed","true"
"id-74e9a92554ca4b46a565f9acc8d6a7d2","Directed","true"
"id-e581fe7ab0fb407ca0a4dc8ef64f0719","Access_Type","Write"
"id-8b4ab624b892498a80a7e286cad89546","Access_Type","Write"
"id-597521a952f546baba6220c1d12eb802","Directed","true"
"id-14864e91c98c487985a0f72d3c5bb799","Directed","true"
"id-34a89616d6d849cf8c809b674d3b48b2","Directed","true"
"id-d7fe61c0ed854c0e90a3b7c6514ebad2","Access_Type","Write"
"id-22a3ea0123a943578fc3f45f6a603d03","Directed","true"
"id-27e9477be57949c88be569724373f642","Directed","false"
"id-986422d26d5b4fb2b2ba762f186091d5","Access_Type","Write"
"id-93339c735bb9426c807b2b8da53d7685","Access_Type","Write"
"id-51ddcd58bde04c64b6819c85a2d17771","Name (en)","setup according to"
"id-51ddcd58bde04c64b6819c85a2d17771","Directed","true"
"id-0c2cdac55a244cfcbd24d0b35079dc2e","Access_Type","Write"
"id-28db0d93baca42cabc9c561b615832b5","Access_Type","Write"
"id-bd01469a2795411ba7e4895b29222eb1","Directed","true"
"id-92f3cc5c824047e39ef12419cf4e14a5","Name (en)","to analyse"
"id-92f3cc5c824047e39ef12419cf4e14a5","Directed","true"
"id-4e1419ebb6864199bf8221da031e8f17","Name (en)","consequence of"
"id-4e1419ebb6864199bf8221da031e8f17","Directed","true"
"id-4daac4e1328d4f9ca54f92a52fd4d7c6","Access_Type","Write"
"id-473cb1dcb0684bcf9d07aa4382c39987","Access_Type","Write"
"id-e2ac20b3b9bd46b585d9d4d47325ab99","Directed","true"
"id-6cf7f9a7cce54abca5a6a2ad9941a11e","Directed","true"
"id-88551b41ab5f41e19bd1a6a17e302153","Name (en)","funding of"
"id-88551b41ab5f41e19bd1a6a17e302153","Directed","true"
"id-f3a061a094ad4c60a62876687d7f3ebe","Directed","false"
"id-59027ef3cbd54124a5bc1297d3f98218","Access_Type","Write"
"id-5028722fdf4241d9a84c49dc2283d725","Name (en)","reason for"
"id-5028722fdf4241d9a84c49dc2283d725","Directed","true"
"id-d9311967b4094b54a8bff44a217b6605","Access_Type","Write"
"id-8b3d9f7e058b416fbfc9559ec8309922","Directed","true"
"id-b552d998c38e4ef687b47bb4a7850072","Directed","true"
"id-88cb3d4a213a4d37ba693ae6910bdb65","Name (en)","based on"
"id-88cb3d4a213a4d37ba693ae6910bdb65","Directed","true"
"id-735702","Directed","true"
"id-68b8320609e4411c8ab669d0a6e03496","Directed","true"
"id-8ee23aaadd02460db473e3d6a8425df6","Name (en)","mitigation of"
"id-8ee23aaadd02460db473e3d6a8425df6","Directed","true"
"id-591ec948a6854d9d9e82731001fa20df","Access_Type","Write"
"id-08a9b499587d49f79064cb6bcb03c06c","Directed","false"
"id-afbf4d8db86345f2aa50dc92468e5aaf","Access_Type","Write"
"id-67b82c46f9fd4cbebdbe096f9a39aa89","Access_Type","Write"
"id-735525","Directed","true"
"id-a042a97a5cd140d2b6f88bce360b84f0","Directed","false"
"id-3f4452b931c54d979f1e0621901a6ded","Access_Type","Write"
"id-301ec83e66f045ad95af50ded6fbe543","Directed","true"
"id-bbdb902d272541afbd544f40fa5dee06","Access_Type","Write"
"id-735580","Directed","true"
"id-df45e900d24b46ebb7a4106a6f872cbf","Name (en)","mitigation of"
"id-df45e900d24b46ebb7a4106a6f872cbf","Directed","true"
"id-c202402a2cff4a0494ca502ad7fd57ba","Access_Type","Write"
"id-330f67bdaa34463cbad8c7571d7522c3","Directed","true"
"id-cfb5e6de5ed145f5a585a25bdf617af6","Directed","true"
"id-9c0ac73ac9b646739c57746a7c1d36f8","Name (en)","under conditions of"
"id-9c0ac73ac9b646739c57746a7c1d36f8","Directed","true"
"id-29c4a6f1e05a4ca88574b84103dd8a01","Directed","true"
"id-5ffb4ff49e5d44b3bfef22ab9b65592e","Access_Type","Write"
"id-07635427079b4bf78fdd52e1f5bd04f5","Directed","true"
"id-f1a3e9d4fc7943119aafcb4cfe095434","Access_Type","Write"
"id-735617","Directed","true"
"id-1e95d1699fd243ddad12cc4c3477d9be","Access_Type","Write"
"id-bbf4ebfa3ce34055afe348ff4842577e","Access_Type","Write"
"id-6e4ff55acf8f4541b7f4275168528894","Directed","true"
"id-b8dcf8d046be47208f8cb611b4abd582","Access_Type","Write"
"id-3b31ae1e34a643938fd144fe8d9f3072","Directed","true"
"id-51fef7a2fe654fc292702f575cf27597","Access_Type","Write"
"id-d8e1e517f64d4cffb5de2a0c58b51226","Directed","true"
"id-e685e79a6ab24a8bb7d843564967ec04","Directed","true"
"id-29ff75bff7ba46e3ade2c6e134b104ae","Access_Type","Write"
"id-4e7feb46013c420c8da0e313d9806ba7","Directed","true"
"id-74b00cd3e54e4881a1eef91a2f85f223","Directed","true"
"id-705ed7c84abd469d84a386db7aa2a643","Directed","true"
"id-ef8d258db5244dbf86a66611af635855","Access_Type","Write"
"id-28287e715a3e4da59f808f220e337e70","Access_Type","Write"
"id-4e1c87aa4162415796865d05a0d09573","Directed","true"
"id-ad74faf203d04bd1b593960eb84a1e54","Access_Type","Write"
"id-18cb91e991384741a0494d4b76263c74","Access_Type","Write"
"id-4524d528a69a4c99bddaeaf6cb6196d4","Directed","true"
"id-a7dbc52806df4a5a8e2fe592522a19b5","Directed","true"
"id-1213d23749814754a38b445ff5426571","Name (en)","funding of"
"id-1213d23749814754a38b445ff5426571","Directed","true"
"id-6b9588b05c414bc3b82f88843b449224","Directed","true"
"id-413ec989ee1d43449c4bf32331fcaac1","Directed","true"
"id-460146c13a5b4552b1a5db4032121431","Directed","true"
"id-37c5bc58536545afbc8dba0f9c9c96ef","Directed","true"
"id-25068948fa4842659a3579eb5dbdcb13","Access_Type","Write"
"id-ded7a05ece204b32a5250020136f13f2","Name (en)","refinement of"
"id-ded7a05ece204b32a5250020136f13f2","Directed","true"
"id-735652","Directed","true"
"id-c5d539b3b9864581b993f2f2e49e9743","Name (en)","part of"
"id-c5d539b3b9864581b993f2f2e49e9743","Directed","true"
"id-fd3cee4edb0c4de7a4faddb44b69971f","Name (en)","of"
"id-fd3cee4edb0c4de7a4faddb44b69971f","Directed","true"
"id-fc5b352f8de74d0a9876e2cb4625679a","Directed","true"
"id-cf82a4d590a240eebeebc45812fd8847","Directed","true"
"id-b755120737524dc485f83fe035365577","Access_Type","Write"
"id-811a4a786dc04a08bf8f3f30d2ad2982","Directed","true"
"id-cfffd12f865e48b7920df7516eb08127","Directed","false"
"id-401fe9dc03444ca49cd0eb89bb675cbd","Directed","true"
"id-223eb16d03a048a38bf5b7ed2b009542","Access_Type","Write"
"id-a3473873c1f845f3a87da4adfbb7a83a","Directed","true"
"id-735643","Directed","true"
"id-732cf8a4a69d4680a80cc85bc9d171a4","Access_Type","Write"
"id-c05d9f003fe3455b871e35aadb55ce6d","Directed","true"
"id-b2e121d75cc544a5b45dc5445a6ad6b1","Directed","true"
"id-ee13b3e4bf63439aa09b8c51247a75dc","Directed","true"
"id-5663cc4b425742b9908d87d6481a1759","Directed","true"
"id-cadb940de35a47cab893d9652cefca7f","Directed","true"
"id-579a4d6284814452aace658c68f85adf","Access_Type","Write"
"id-53afdeee7c4b42f88c7ea27acb6fd51e","Directed","false"
"id-8de473701d3b422ca73e85457abcc55d","Access_Type","Write"
"id-1f3acb3beabf47b683c8d5ffdcc52292","Directed","true"
"id-e0df4e4e299442ba894a17cc4c54e02a","Directed","true"
"id-99740e1b20c34723ae98d11a6631ffcd","Access_Type","Write"
"id-598e5f50eb4548e8ad1058279bf5eeba","Directed","true"
"id-f784b5297fca45c7b1eb3a13c06b4a66","Directed","false"
"id-5e63fb09141b40699a65b8d7a042aa98","Name (en)","for"
"id-5e63fb09141b40699a65b8d7a042aa98","Directed","true"
"id-4f407ef3044f4320a60c573d2669371c","Access_Type","Write"
"id-c961ef8c5f7a40039d871b64684ce75a","Access_Type","Write"
"id-735619","Directed","true"
"id-d67afeb2977641519d8b018212d44f20","Access_Type","Write"
"id-fe7752290b984c5a919feb19281754d2","Directed","true"
"id-4fc181ce3dab4a35a40b149663563555","Access_Type","Write"
"id-4b5202a5a453469faee91b80c9eb64a1","Access_Type","Write"
"id-ef90fe4dbdab454392a7bd7fc0575fd6","Access_Type","Write"
"id-2f9503ea63e445d59521939cacf66536","Name (en)","for use of"
"id-2f9503ea63e445d59521939cacf66536","Directed","true"
"id-df3d5b51390b47119bd3aae1397c7b38","Directed","true"
"id-ef203b9c2b2641dd8ad097f3455f2118","Name (en)","consequence of"
"id-ef203b9c2b2641dd8ad097f3455f2118","Directed","true"
"id-1438ec52e85b46b2a755cdf903e65dad","Directed","true"
"id-d3f5b2cee5c042fb9de96470701a7d1b","Name (en)","based on"
"id-d3f5b2cee5c042fb9de96470701a7d1b","Directed","true"
"id-735636","Directed","true"
"id-4498df7614274a15853c44eeba50148e","Access_Type","Write"
"id-c63d468177464b2d89a0e70f42ec8007","Directed","true"
"id-1dff8b3e0bbd428d9a0f73f22c0bae2d","Name (en)","based on"
"id-1dff8b3e0bbd428d9a0f73f22c0bae2d","Directed","true"
"id-c806a48ebd5b4e6d87e8f4105b5b60e3","Name (en)","proof of"
"id-c806a48ebd5b4e6d87e8f4105b5b60e3","Directed","true"
"id-59c43b59bb014d539dfea4f53191c0f8","Access_Type","Write"
"id-738854","Directed","true"
"id-85b1793ee978458f8b892db13b0fe851","Directed","true"
"id-fce37e1ee6bb46ae9aca6d874b063804","Directed","false"
"id-a2718190aebc42089ef82c181ce516c3","Access_Type","Write"
"id-99f7320a0a0840eebe9fa99218f43aa6","Access_Type","Write"
"id-90ffead3563d4cf58b804955780c487f","Name (en)","by"
"id-90ffead3563d4cf58b804955780c487f","Directed","true"
"id-60589b83514c43d7afa60b9135dd7016","Access_Type","Write"
"id-735479","Directed","true"
"id-300c96e2e8f64253b68aad2c192d7ef1","Access_Type","Write"
"id-d022448973c444af9b0d441d5b26c0af","Access_Type","Write"
"id-731ba534521c4fe7bd41044c5ee0dd03","Access_Type","Write"
"id-9cdd88c1021f469c8309c47a2230cb22","Directed","true"
"id-99acae2650ab4213997d9695113f2335","Directed","true"
"id-45d2c8b11a424dfe9b967e98c2f2f7ef","Access_Type","Write"
"id-b502fa6fb8a84c4788560f62f061099d","Directed","false"
"id-b7dfecb8eefe4086be86c285e6aa3675","Directed","true"
"id-ae6e96edd892496db41ab8075d88bc42","Access_Type","Write"
"id-a8baa22804fd42d3b6af220ac924a935","Access_Type","Write"
"id-da0ce725e49a416cb40e12f12fffe3eb","Directed","true"
"id-60b8964d10494d31afe74d33a58ef094","Access_Type","Write"
"id-9c5024b11c404f1685b695232e100258","Access_Type","Write"
"id-b5b32027f95044ff9c845e5fb21386e7","Access_Type","Write"
"id-2bc743d264d742109131347762ac30d5","Access_Type","Write"
"id-f1b51266efff4c18996d653bc1bca488","Directed","false"
"id-1b6e9f8747994bf48a871bb2307ecff1","Access_Type","Write"
"id-52d76def0668478b88802f21fc8bfb40","Directed","true"
"id-fe23720329224a57b9030ab82c21bfa7","Directed","true"
"id-b3a14c269c654e21b693cd929c2dabc8","Access_Type","Write"
"id-b703bd0089d24c4a8ae185cb4305bd32","Directed","true"
"id-215f5eed63e343e4b01418171e498d24","Directed","true"
"id-7e653ecfec0442028a553c2812805056","Access_Type","Write"
"id-eb9feb33b821433a86843afce04df9f3","Directed","true"
"id-da0a8c967c2544579067c5ee5351c876","Access_Type","Write"
"id-d1eb8c890aa745758a6c87eebf06be8e","Name (en)","influencer of"
"id-d1eb8c890aa745758a6c87eebf06be8e","Directed","true"
"id-27555f817e48419bbfe944d3261718d2","Directed","true"
"id-d4e8112a917246c0bc689caee9d92159","Access_Type","Write"
"id-137c3eed3825478595486903dba52de2","Directed","true"
"id-be1920f6fc634d74bd3a43fd64652c7d","Access_Type","Write"
"id-d3530afd277c4f7db50b4626a109a928","Name (en)","mitigation of"
"id-d3530afd277c4f7db50b4626a109a928","Directed","true"
"id-53c6aad937774e5fb1bea9ab2351eb7f","Access_Type","Write"
"id-735584","Directed","true"
"id-258180530bd34e64894d704ec4474bfa","Name (en)","intended in"
"id-258180530bd34e64894d704ec4474bfa","Directed","true"
"id-c297d7efed7343c9baee83f3f94f7ab2","Directed","true"
"id-8b5faaa74f294cd8a477fad05cf21eb4","Access_Type","Write"
"id-6aa3425e58bd479592cffdafcffeebec","Access_Type","Write"
"id-b4c41662baf44f05bdd7411186ddb409","Directed","false"
"id-c42f3d944ed94c5c89493e48466c8056","Access_Type","Write"
"id-ff869d658ff84b39a1b50631d1e7a771","Access_Type","Write"
"id-f3d169e42a6a42d3be6771f1a8bcf5d1","Directed","true"
"id-735514","Directed","true"
"id-a0ca33475bbe46a4ac1f003be51fbe90","Directed","true"
"id-61c75cc2d6d44f64bb8b45d6dc7ed860","Access_Type","Write"
"id-d31e3c21ed614690b0768d8a8e1f8454","Access_Type","Write"
"id-c188f1cf0dde40cb94e44b5f744b0d5e","Directed","true"
"id-c2a090977e00426da5befdbe3cbb47c8","Name (en)","intended in"
"id-c2a090977e00426da5befdbe3cbb47c8","Directed","true"
"id-aa5dba769c3e49a6acd26e2814787dfb","Directed","true"
"id-9bd49ce25c34427aa2ec8aa868aa2c94","Access_Type","Write"
"id-19d6cac7bbe54fc9bf123b67c185e7f4","Directed","false"
"id-472c5fec64564c3fa9d7e2a18972f349","Directed","true"
"id-9d171b94780b4904bda26f858a3b01e3","Access_Type","Write"
"id-a55bc592962a40fd896ca8a4aa9153e2","Directed","true"
"id-15562593d58b466a953dbb8a1964cfaf","Name (en)","deviation from"
"id-15562593d58b466a953dbb8a1964cfaf","Directed","true"
"id-561f623ed4824333a6c56fa94598dcb7","Directed","false"
"id-952da65177a74f088a6556f94c4d5932","Directed","true"
"id-735555","Directed","true"
"id-738850","Directed","true"
"id-be18b7f609dd495d98c9c59cdba4575c","Access_Type","Write"
"id-c6b34b951c3a4ed2b59ca282a6233342","Directed","false"
"id-df49f5dada104abaabb1d74c594836f0","Directed","false"
"id-fe15feb49a9a41a28b3a265fee7f7eee","Directed","true"
"id-58e805980eb944c69bef395e802dd2c7","Access_Type","Write"
"id-a6c648e9242d45909831a897f9936914","Directed","true"
"id-cc6dfaaacfc24e53898f3181a3864d10","Name (en)","processed by"
"id-cc6dfaaacfc24e53898f3181a3864d10","Directed","true"
"id-2599636545904b62ba9cebac3f11940c","Access_Type","Write"
"id-273b21378e124ab2b9c6c62fca215b57","Access_Type","Write"
"id-65a39466419b4da9a33ff19ba07eac9a","Access_Type","Write"
"id-9d1ebaa8ae014bc6ac1945a7e919daf1","Name (en)","based on"
"id-9d1ebaa8ae014bc6ac1945a7e919daf1","Directed","true"
"id-78046a1ed17640ed84f1d988be53b030","Access_Type","Write"
"id-b7c7da1587a14422b21b6bc5abc6ff8f","Name (en)","with"
"id-b7c7da1587a14422b21b6bc5abc6ff8f","Directed","true"
"id-32f7bf8b89514789b24ae082b28c6c6d","Access_Type","Write"
"id-901888ed3db74dd7be9098a5c1af4398","Access_Type","Write"
"id-a49effe8c92c4519ac1686ffe5218a55","Directed","true"
